Sender,Receiver,Date,Provenance,Destination,Subject,Cited names,Reference,Year,Incipit
Viviani Vincenzo,Viviani Francesco,13/02/1662,Chiusi,Firenze,Argomenti privati,"['Della Rena Ferdinando', 'Michelozzi Antonio ', 'Molara Bruto della', 'Barbolani Torquato ']","Gal. 157, doc. 93, c. 140r",1662,"""Doppo un viaggio fastidiosissimo fatto in due giorni da San Quirico...""
"
Viviani Vincenzo,Viviani Francesco,17/02/1663,Montepulciano,Firenze,Argomenti privati,"['Galilei Bocchineri Sestilia ', 'Michelozzi Antonio ', 'Galilei Cosimo', 'Gislandi Marco ', 'Della Rena Ferdinando']","Gal. 157, doc. 94, c. 142r",1663,"""Dal dì della mia partenza fin ora questa è la 4a lettera che vi ho scritto...""
"
Viviani Vincenzo,Viviani Francesco,7/02/1662,Tavarnelle,Firenze,Argomenti privati,[],"Gal. 157, doc. 95, c. 144r",1662,"""Ho scritto al signor Fredinando della Rena, e pregatolo a venir costì in Casa ...""
"
Viviani Vincenzo,Viviani Francesco,17/03/1663,Roma,,Argomenti privati,"['Rinuccini ', 'Michelozzi Antonio ']","Gal. 157, doc. 98, c. 148r",1663,"""Finalmente con l'aiuto divino siamo giunti questa sera a hore 22 alla gran città...""
"
Viviani Vincenzo,Viviani Francesco,24/03/1663,Roma,,Notizie di libri,['Dati Carlo Roberto'],"Gal. 157, doc. 103, c. 152r-153v",1663,"""Questa servirà in comune tra Voi et il Signor...""Minuta
"
Viviani Vincenzo,Viviani Francesco,6/04/1662,Livorno,Firenze,Argomenti privati,[],"Gal. 157, doc. 104, c. 154r-v",1662,"""Mi trovo in Livorno per la Dio grazia con buona salute in camerata...""
"
Viviani Vincenzo,Viviani Francesco,6/05/1662,Montevarchi,,Argomenti privati,"['Gavardelli Pietro ', 'Arizzi Pietro ']","Gal. 157, doc. 106, c. 158r",1662,"""Questa per il Signor conte Pietro Arizzo (?)  che sta nella casa...""Minuta
"
Viviani Vincenzo,Viviani Francesco,1/01/1664,Chiusi,,Argomenti privati,[],"Gal. 157, doc. 115, c. 169r-v",1664,"""Dalla vostra, o da quella del Signor Bruto sento...""
"
Viviani Vincenzo,Viviani Francesco,8/01/1664,Chiusi,,Argomenti privati,['Arrighetti Andrea'],"Gal. 157, doc. 116, c. 170r",1664,"""Ho fretta al solito, accuso una Vostra con altra...""A c. 171v lista di nomi
"
Viviani Vincenzo,Viviani Francesco,12/01/1663,Chiusi,,Argomenti privati,[],"Gal. 157, doc. 117, c. 172r",1663,"""Vorrei che voi facessi l'impronta su carta fine...""A c. 173v cartiglio incollato con ceralacca riporta un poscritto
"
Viviani Vincenzo,Viviani Francesco,16/01/1664,Chiusi,,Argomenti privati,"['Molara Bruto della', 'Michelozzi Antonio ']","Gal. 157, doc. 119, c. 175r",1664,"""Hiersera per la Posta vi scrissi, ma perchè sera...""
"
Viviani Vincenzo,Viviani Francesco,23/01/1664,Chiusi,,Argomenti privati,['Tori '],"Gal. 157, doc. 120, c. 177r",1664,"""Avuto la vostra de' 19 ma non l'altra che dice...""
"
Viviani Vincenzo,Viviani Francesco,29/01/1664,Chiusi,,Argomenti privati,"[""Medici Leopoldo de'"", 'Teri Diociaiuti ']","Gal. 157, doc. 121, c. 179r-180r",1664,"""Ricevei per via di Città della Pieve, la vostra...""
"
Viviani Vincenzo,Viviani Francesco,6/02/1663,Chiusi,,Argomenti privati,"['Dati Carlo Roberto', 'Dati']","Gal. 157, doc. 122, c. 181r",1663,"""Ancora non mi è pervenuta l'altra che...""
"
Viviani Vincenzo,Viviani Francesco,18/02/1663,Ponte ad Era,Firenze,Argomenti privati,['Landini'],"Gal. 157, doc. 123, c. 183r",1663,"""Potrete riconsegnare al fratello del Signor Landini...""
"
Viviani Vincenzo,Viviani Francesco,2/03/1664,Chiusi,Firenze,Argomenti privati,[],"Gal. 157, doc. 124, c. 185r",1664,"""Questa settimana manco di vostre. Non so se...""
"
Viviani Vincenzo,Viviani Francesco,7/03/1664,Chiusi,Firenze,Argomenti privati,[],"Gal. 157, doc. 125, c. 187r",1664,"""Ritrovomi libero dalla sciatica per la Dio Grazia...""A c. 188v alcune note di conti
"
Viviani Vincenzo,Viviani Francesco,13/03/1664,Chiusi,Firenze,Argomenti privati,[],"Gal. 157, doc. 126, c. 189r",1664,"""Non tralascio l'occasione del Corriere, che andando...""
"
Viviani Vincenzo,Viviani Francesco,18/03/1664,Chiusi,Firenze,Argomenti privati,[],"Gal. 157, doc. 127, c. 191r",1664,"""Potete mandare alla Signora Sestilia un baril d'olio...""
"
Viviani Vincenzo,Viviani Francesco,24/03/1663,Roma,Firenze,Varia,"['Southwell Robert', 'Gerardo ', ""Medici Giovanni Carlo de'"", 'Dati']","Gal. 157, doc. 130, c. 193r-v",1663,"""Da più vostre, ricevute qui in Roma, sento le replicate insistenze...""
"
Viviani Vincenzo,Viviani Francesco,2/04/1663,Roma,Firenze,Notizie di libri,"['Alamanni', 'Brogiotti ', 'Cambi Pier Giovanni ', 'Paganelli Anton Bernardo ', 'Dati Carlo Roberto', 'Mancini Giovanni Battista ', 'Martini Marco ', 'Nelli Giovanni Battista', 'Compagni Braccio ']","Gal. 157, doc. 134, c. 198r-199v",1663,"""Accuso la vostra de' 28 si come un'altra del Signor Cavaliere...""
"
Viviani Vincenzo,Viviani Francesco,9/04/1663,Roma,Firenze,Notizie di libri,['Monanni Monanno '],"Gal. 157, doc. 138, c. 203r-v",1663,"""Que' dodici libri de' miei che dite avere aggiustato...""
"
Viviani Vincenzo,Viviani Francesco,16/04/1663,Roma,Firenze,Notizie di libri,['Galilei Cosimo'],"Gal. 157, doc. 141, c. 209r-v",1663,"""Crederei che a quest'ora averete inviato la cassetta...""Minuta
"
Viviani Vincenzo,Viviani Francesco,21/04/1663,Roma,Firenze,Notizie di libri,"['Monanni', 'Dati Carlo Roberto', 'Alamanni']","Gal. 157, doc. 142, c. 211r",1663,"""Dalla lettera de' 14 stante sento che avete inviata la cassetta...""
"
Viviani Vincenzo,Viviani Francesco,28/04/1663,Roma,Firenze,Notizie di libri,"['Michelini Famiano', 'Ambrogio ', 'Balducci ', 'Alamanni']","Gal. 157, doc. 143, c. 213r-214r",1663,"""Tengo due vostre de' 21 e 24 stante. La cassetta...""
"
Viviani Vincenzo,Viviani Francesco,5/05/1663,Roma,Firenze,Argomenti privati,"['Compagni Braccio ', 'Serenai Lodovico', 'Molara Bruto della', 'Nelli', 'Dati Carlo Roberto']","Gal. 157, doc. 144, c. 215r-v",1663,"""Attendo sentire che aviate ricevuto dal Procaccio...""
"
Viviani Vincenzo,Viviani Francesco,19/05/1663,Roma,Firenze,Notizie di libri,"['Mucini', 'Michelozzi Antonio ', 'Dati Carlo Roberto', 'Rontini ']","Gal. 157, doc. 145, c. 216r-v",1663,"""Trovate il Rontini e fate scuse se io non rispondo alla sua...""
"
Viviani Vincenzo,Viviani Francesco,26/05/1663,Roma,Firenze,Notizie di libri,"['Galilei Cosimo', 'Dati Carlo Roberto']","Gal. 157, doc. 146, c. 218r",1663,"""Ho ricevuto la scatola col Breviario, e Scritture...""
"
Viviani Vincenzo,Viviani Francesco,29/05/1663,Roma,Firenze,Varia,['Molara Bruto della'],"Gal. 157, doc. 147, c. 220r",1663,"""Non ho voluto mandar l'inclusa adì sera ??""
"
Viviani Vincenzo,Viviani Francesco,2/06/1663,Roma,Firenze,Notizie di libri,['Rinieri Baccio '],"Gal. 157, doc. 148, c. 221r",1663,"""Il libretto, che si credeva perduto, sento che sia in dogana...""
"
Viviani Vincenzo,Viviani Francesco,5/06/1663,Roma,Firenze,Notizie di libri,['Dati Carlo Roberto'],"Gal. 157, doc. 149, c. 222r",1663,"""Attendo quelle misure de' quadri, e vorrei di più per la prima occasione...""
"
Viviani Vincenzo,Viviani Francesco,11/06/1663,Roma,Firenze,Argomenti privati,"['Pampieri ', 'Molara Bruto della']","Gal. 157, doc. 150, c. 224r-v",1663,"""Scrissi in fretta al Signor Bruto, che vi ordinasse di ammetterlo...""
"
Viviani Vincenzo,Viviani Francesco,16/06/1663,Roma,Firenze,Argomenti privati,[],"Gal. 157, doc. 151, c. 226r",1663,"""Accuso la vostra de' 9 stante a vi do avviso come venendo...""
"
Viviani Vincenzo,Viviani Francesco,23/06/1663,Roma,Firenze,Argomenti privati,"['Molara Bruto della', 'Magalotti Lorenzo', 'Dati Carlo Roberto']","Gal. 157, doc. 152, c. 228r",1663,"""Lunedì prossimo doppo pranzo ci invieremo a cotesta...""
"
Viviani Vincenzo,Viviani Francesco,13/11/1663,Pian della Fonte,Firenze,,['Magalotti Lorenzo'],"Gal. 157, doc. 165, c. 242r",1663,"""Riponete quelle sediette sù in camera...""
"
Viviani Vincenzo,Viviani Francesco,14/11/1663,Castiglion Fiorentino,Firenze,Argomenti privati,[],"<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 166, c. 243a r<br/>",1663,"""Quelle sediette un giorno di festa le porterete in monizionere...""
"
Viviani Vincenzo,Viviani Francesco,13/11/1663,Chiusi,Firenze,Argomenti privati,"['Molara Bruto della', 'Landini', 'Michelini Famiano', ""Agnol Cecchi Luca d' ""]","Gal. 157, doc. 167, c. 244r-v",1663,"""Hiersera a hore 2 di notte arrivammo qui, sani e salvi tutti...""
"
Viviani Vincenzo,Viviani Francesco,23/11/1663,Chiusi,Firenze,Argomenti privati,"['Arrighetti Andrea', 'Sampieri', 'Michelozzi Antonio ', 'Molara Bruto della', 'Gondi Giovanni Battista']","Gal. 157, doc. 169, c. 246r",1663,"""Due lettere vi mandai da Levane, un' altra da Castiglion Fiorentino...""
"
Viviani Vincenzo,Viviani Francesco,3/12/1663,Chiusi,Firenze,Argomenti privati,"['Molara Bruto della', 'Della Parte Ciano ', 'Magalotti Lorenzo', 'Arrighetti Andrea']","Gal. 157, doc. 170, c. 248r-249r",1663,"""Accusovi quattro vostre de' 20, 24 e 27 del caduto...""
"
Viviani Vincenzo,Viviani Francesco,11/12/1663,Chiusi,Firenze,Argomenti privati,"[""Medici Leopoldo de'""]","Gal. 157, doc. 171, c. 250r",1663,"""Sono otto ore di notte che mi trovo finito dal tanto scrivere...""
"
Viviani Vincenzo,Viviani Francesco,22/12/1663,Chiusi,Firenze,Argomenti privati,"['Molara Bruto della', 'Magalotti Lorenzo']","Gal. 157, doc. 173, c. 253r",1663,"""Sono due ordinari che non tengo vostre, non so donde...""Minuta
"
Viviani Vincenzo,Viviani Francesco,25/12/1663,Chiusi,Firenze,Varia,['Michelozzi Antonio '],"Gal. 157, doc. 174, c. 254r",1663,"""Accuso su le 8 ore di notte tre vostre ricevute oggi...""
"
Viviani Vincenzo,Viviani Francesco,31/12/1663,Chiusi,Firenze,Varia,[],"Gal. 157, doc. 175, c. 256r",1663,"""Dal corriere che parte in questo punto...""A c. 257v: probatio calami
"
Viviani Vincenzo,Viviani Francesco,24/03/1664,Chiusi,Firenze,Varia,['Molara Bruto della'],"Gal. 157, doc. 198, c. 299r",1664,"""Ho scritto al Signor Molara per conto del Signor Cavalier...""
"
Viviani Vincenzo,Viviani Francesco,27/03/1664,Chiusi,Firenze,Argomenti privati,['Molara Bruto della'],"Gal. 157, doc. 199, c. 301r",1664,"""Io sto bene e vorrei star meglio. Mi scordai di dirvi che qua ho saputo...""
"
Viviani Vincenzo,Viviani Francesco,6/04/1664,Chiusi,Firenze,Argomenti privati,[],"Gal. 157, doc. 200, c. 303r",1664,"""Pensavo di venirmene in questa settimana Santa, ma ne sto con qualche dubbio...""
"
Viviani Vincenzo,Viviani Francesco,12/04/1664,Chiusi,Firenze,Argomenti privati,[],"Gal. 157, doc. 201, c. 305r",1664,"""Per il corriere vi avviso che ho una proroga di quanto non so...""
"
Viviani Vincenzo,Viviani Francesco,15/04/1664,Chiusi,Firenze,Argomenti privati,['Baldinucci Filippo'],"Gal. 157, doc. 202, c. 307r-v",1664,"""Ricevei la vostra per mano del Corriere e dopo l'altra de' 12...""
"
Viviani Vincenzo,Viviani Francesco,19/04/1664,Chiusi,Firenze,Argomenti privati,['Molara Bruto della'],"Gal. 157, doc. 203, c. 308r",1664,"""Credo che questa volta farem da vero, e che non siamo per scappare...""
"
Viviani Vincenzo,Viviani Francesco,13/07/1664,Sarteano,Firenze,Argomenti privati,"['Molara Bruto della', 'Magalotti Lorenzo', 'Dati Carlo Roberto']","Gal. 158, doc. 2, c. 2r",1664,"""Sono molti giorni che non tengo sue lettere e non so...""AutografoMinuta
"
Viviani Vincenzo,Viviani Francesco,11/11/1664,Montevarchi,Firenze,Argomenti privati,"['Borrini Angelo ', 'Ricci Sabatino ', 'Del Nobolo Giovanni ']","Gal. 158, doc. 5, c. 6r-6",1664,"""La gran piena che è stata qua, e la pioggia che fu universale...""AutografoMinuta. Indirizzo a c. 6 bisv
"
Viviani Vincenzo,Viviani Francesco,9/03/1666,Livorno,Firenze,Argomenti privati,"['Roncalli Cosimo ', 'Roberto']","Gal. 158, doc. 26, c. 51r-52v",1666,"""Oggi ho avuto l'incluso memoriale con la vostra...""AutografoIndirizzo a c. 52v
"
Viviani Vincenzo,Viviani Francesco,13/03/1666,Livorno,Firenze,Argomenti privati,"['Molara Bruto della', 'Leopold I imperatore del Sacro romano impero']","Gal. 158, doc. 28, c. 55r-56v",1666,"""Io per la Dio grazia sono guarito della flussione nella gola...""AutografoIndirizzo a c. 56v
"
Viviani Vincenzo,Viviani Francesco,22/04/1665,Sarteano,Firenze,Argomenti privati,"['Molara Bruto della', 'Guelfi']","Gal. 158, doc. 35, c. 64r",1665,"""Son molti giorni ch' io manco di lettere del signor Molara...""Autografo
"
Viviani Vincenzo,Viviani Francesco,24/06/1665,Sarteano,Firenze,Argomenti privati,['Molara Bruto della'],"Gal. 158, doc. 37, c. 66r-67v",1665,"""Sto bene, che per me non è poco...""AutografoIndirizzo a c. 67v
"
Viviani Vincenzo,Viviani Francesco,26/06/1665,Sarteano,Firenze,Argomenti privati,['Betti Domenico '],"Gal. 158, doc. 38, c. 68r-69v",1665,"""Desidero che a ricevuta di questa facciate intendere...""AutografoIndirizzo a c. 69v
"
Viviani Vincenzo,Viviani Francesco,5/08/1665,Sarteano,Firenze,Argomenti privati,"['Rossi Michelangelo ', 'Molara Bruto della', 'Arrighetti']","Gal. 158, doc. 42, c. 73r-74v",1665,"""In fretta vi do avviso che sto assai meglio...""AutografoIndirizzo a c. 74v
"
Viviani Vincenzo,Viviani Francesco,8/09/1665,Radicofani,Firenze,Argomenti privati,['Giamberti Ridolfo '],"Gal. 158, doc. 48, c. 82r-v",1665,"""Da domenica sera in qua mi trovo a Radicofani...""Autografo
"
Viviani Vincenzo,Viviani Francesco,15/09/1665,Radicofani,Firenze,Argomenti privati,['Molara Bruto della'],"Gal. 158, doc. 49, c. 83r-84v",1665,"""Scrivo per usanza, avvisandovi che non sto male...""AutografoIndirizzo a c. 2v
"
Viviani Vincenzo,Viviani Francesco,16/09/1665,Radicofani,Firenze,Argomenti privati,[],"Gal. 158, doc. 50, c. 85r-86v",1665,"""Mi scordai di avvisarvi ultimamente come Piero volle andarsene da Sartiano...""AutografoIndirizzo a c.86v
"
Viviani Vincenzo,Viviani Francesco,17/10/1665,Firenze,Ripafratta,Argomenti privati,[],"Gal. 158, doc. 53, c. 90r-91v",1665,"""Questa mia vi troverà forse partito da Ripafratta...""AutografoIndirizzo a c. 91v
"
Lebesque Marainville (de),Viviani Vincenzo,20/11/1665,Parigi,Firenze,Argomenti privati,"['Chapelain Jean', 'Colbert Jean Baptiste']","Gal. 158, doc. 54, c. 92r",1665,"""Ho ricevuto l'ordine dal signor di Colbert di farle pervenire la somma...""Autografo
"
Viviani Vincenzo,Viviani Francesco,18/10/1666,Fonte a Ronco,Firenze,Argomenti privati,['Balati Giuseppe '],"Gal. 158, doc. 87, c. 145r-146v",1666,"""Io mi scordai di lasciarvi ordine che in ogni caso...""AutografoIndirizzo a c. 146v
"
Dati Carlo Roberto,Viviani Vincenzo,[28/06/1667],Firenze,,Argomenti privati,[],"Gal. 158, doc. 118, c. 188v",1667,"""Carlo Dati manda a Vostra Signoria le lettere per Livorno...""Autografo
"
Chapelain Jean,Viviani Vincenzo,25/03/1668,Parigi,Firenze,Notizie di libri,['Colbert Jean Baptiste'],"Gal. 158, doc. 140, c. 219r-v",1668,"""Io vi scrivo di rado per non distorvi dall'opera che avete tra mano e per contribuire all'avanzamento di quella col mio silenzio...""Autografo
"
Viviani Vincenzo,Viviani Francesco,9/07/1668,Sarteano,Firenze,Argomenti privati,"['Viviani Alamanno ', 'Molara Bruto della', 'Capponi Andrea ']","Gal. 158, doc. 149, c. 229r-v",1668,"""Dal signor Molara mio signore sento con mio despetto che non stiate interamente bene e vorrei da Vostra Signoria avere qualche ragguaglio...""
"
Chimentelli Valerio,Viviani Vincenzo,19/09/1668,Firenze,,Argomenti privati,[],"Gal. 158, doc. 156, c. 238r-v",1668,"""Mi dispiace della sua flussione sopra modo e non voglio che questa volta duri...""AutografoIndirizzo a c. 238v
"
Viviani Vincenzo,Viviani Francesco,6/05/1669,Poggio a Caiano,Firenze,Argomenti privati,"['Galilei Cosimo', 'Molara Bruto della']","Gal. 158, doc. 169, c. 252r-253v",1669,"""Credo certo che di qua mi sbrigherò presto ma in caso che io tardassi più del bisogno vi mando l'incluso...""Autografo
"
Viviani Vincenzo,Viviani Francesco,6/04/1670,Pisa,Firenze,Argomenti privati,"['Guidetti Tommaso ', 'Fantucci']","Gal. 158, doc. 188, c. 283r-284v",1670,"""Arrivai hieri a 16 ore in Pisa sano e salvo per la Dio Grazia...""AutografoIndirizzo a c. 284v
"
Viviani Vincenzo,Viviani Francesco,12/04/1670,Bella Vista,Firenze,Argomenti privati,"['Borromei Francesco Maria ', 'Molara Bruto della', 'Viviani Anna ', 'Cavalieri Bonaventura']","Gal. 158, doc. 189, c. 285r-286v",1670,"""Mandate quanto prima l'inclusa alla posta. Trovate domestico del signor Molara e intendete da lui ...""AutografoIndirizzo a c. 286v
"
Viviani Vincenzo,Viviani Luigi,17/05/1670,Firenze,,Affari economici,"['Piaceri Santi ', 'Piaceri Margherita ']","Gal. 158, doc. 191, c. 288r-289v",1670,"""Ho consegnato la Margherita Piaceri mia serva appresso Mattio di Santi Piaceri...""AutografoA c. 288r la notazione ""Copia ritenutami appresso"". A c. 289v alcune ricevute. Alle cc. 292r-292v la lettera originale, indirizzo e sigillo a secco a c. 293v e la nota a c. 292r ""Ricevuta della Margherita serva...fatta dentro questa mia lettera che mi ha reso il signor Luigi Viviani"": si riferisce alla scrittura di c. 293r, che è appunto la ricevuta della domestica Margherita
"
Viviani Vincenzo,Viviani Francesco,14/04/1671,Firenze,Firenze,Argomenti privati,[],"Gal. 159, doc. 6, c. 6r",1671,"""Ho detto al Signor Francesco che trovi i fiaschi vecchi segnati da comprare...""AutografoMinuta
"
Viviani Vincenzo,Viviani Alamanno,31/10/1671,Firenze,,Argomenti privati,"['Guidetti Tommaso ', 'Dati']","Gal. 159, doc. 11, c. 12r",1671,"""Se questa sera a caso non mi vedeva il Signor Tommaso...""AutografoIndirizzo a c. 13v
"
Viviani Vincenzo,Viviani Francesco,19/02/1680,Firenze,,Argomenti privati,[],"Gal. 159, doc. 82, c. 93r-94v",1680,"""Mi scordai d'includer nell'ultima mia il mandato che dissi...""AutografoIndirizzo e  tracce di sigillo a secco a c. 94v
"
Viviani Vincenzo,Viviani Francesco,14/03/1680,Firenze,,Argomenti privati,[],"Gal. 159, doc. 83, c. 95r-v",1680,"""Que' maglioli del Bucherelli non sono d'Artimino, ma di Lappeggi...""AutografoIndirizzo a c. 95v
"
Renieri Vincenzo,Viviani Vincenzo,28/08/1640,Firenze,Arcetri,Argomenti privati,"['Galilei Galileo', 'Fantoni de Ricci Niccolò ', 'Centurione Anselmo ']","Gal. 161, doc. 1, c. 1r",1640,"""Mando il presente giovine per un fiasco di vino bianco ...""AutografoPubbl. in: GALILEI, G. Opere. Appendice II, Carteggio, 2015, p. 436,  n. 4047.[1] (ed. parziale: 1r)
"
Galilei Vincenzo,Viviani Vincenzo,11/01/1642,Firenze,Arcetri,,"['Galilei Galileo', 'Ferdinando II granduca di Toscana', 'Cecchino servitore ', 'Galilei Livia', 'Bruno ']","Gal. 161, doc. 2, c. 3r",1642,"""Signor Vincenzio mio Signore e Padrone mi è parso bene lo transferirmi insino a Pisa e presentarmi al Ser.mo Gran Duca...""AutografoPubbl. in: Le opere dei discepoli di Galileo Galilei. Carteggio, I, p. 2-3, n. 3Pubbl. in: GALILEI, G. Opere. Appendice II, Carteggio, 2015, p. 466-467, n. 4193.[2]
"
Guerrini Dionigi,Viviani Vincenzo,13/09/1644,Prato,Firenze,,[],"Gal. 161, doc. 4, c. 7r",1644,"""Si scandolezza il Signor Vincenzio et ha ragione. ...""Pubbl. in: Le opere dei discepoli di Galileo Galilei. Carteggio, I, p. 156-157, n. 114
"
Lapi Michelangelo,Viviani Vincenzo,3/06/1645,Roma,Firenze,,"['Aldobrandini Baccio', 'Arrighetti Andrea', 'Viviani Alamanno ', 'Viviani Maria Augusta ']","Gal. 161, doc. 5, c. 9r-v",1645,"""Non poteva giungermi la lettera di Vostra Signoria ...""Pubbl. in: Le opere dei discepoli di Galileo Galilei. Carteggio, I, p. 242-243, n. 167
"
Ricci Michelangelo,Viviani Vincenzo,12/05/1646,Roma,Firenze,,"['Torricelli Evangelista', 'Thévenot Melchisédech']","Gal. 161, doc. 6, c. 11r",1646,"""Il Signor Nicolò Tevenotti m'invia da Parigi l'acclusa lettera perch'io la mandi ...""Pubbl. in: Le opere dei discepoli di Galileo Galilei. Carteggio, I, p. 293-294, n. 199
"
Renieri Vincenzo,Viviani Vincenzo,26/12/1646,Pisa,Firenze,,['Galilei Galileo'],"Gal. 161, doc. 7, c. 13r",1646,"""Son così sicuro delli effetti della sua amorevolezza ...""Pubbl. in: Le opere dei discepoli di Galileo Galilei. Carteggio, I, p. 342-343, n. 235
"
Lapi Michelangelo,Viviani Vincenzo,22/02/1644,Roma,Firenze,,['Arrighetti Andrea'],"Gal. 161, doc. 8, c. 15r",1644,"""Inclusa mando a Vostra Signoria la lettera ...""
"
Renieri Vincenzo,Viviani Vincenzo,21/08/1647,Pisa,Firenze,,['Massi Amadore '],"Gal. 161, doc. 9, c. 16r",1647,"""Scrivo a Messer Amadore che consegni a Vostra Signoria una dozzina ...""Pubbl. in: Le opere dei discepoli di Galileo Galilei. Carteggio, I, p. 398-399, n. 283
"
Renieri Vincenzo,Viviani Vincenzo,11/09/1647,Pisa,Firenze,,"['Torricelli Evangelista', 'Massi Amadore ']","Gal. 161, doc. 10, c. 17r",1647,"""Rendo infinite grazie a Vostra Signoria della briga ...""Pubbl. in: Le opere dei discepoli di Galileo Galilei. Carteggio, I, p. 410, n. 290
"
Lapi Michelangelo,Viviani Vincenzo,8/02/1648,Roma,Firenze,,['Arrighetti Andrea'],"Gal. 161, doc. 11, c. 19r",1648,"""Sento gusto particolare del nuovo impiego ...""Pubbl. in: Le opere dei discepoli di Galileo Galilei. Carteggio, I, p. 491, n. 365
"
Barbarigo Angelo,Viviani Vincenzo,5/04/1644,Venezia,Firenze,,[],"Gal. 161, doc. 12, c. 21r",1644,"""Ho ricevuta la scattola et inviata à Bergamo ...""Pubbl. in: Le opere dei discepoli di Galileo Galilei. Carteggio, I, p. 104, n. 81
"
Manetti Braccio,Viviani Vincenzo,12/11/1651,Firenze,Firenze,,"['Compagni Braccio ', 'Strozzi Carlo', 'Strozzi Gabriele ']","Gal. 161, doc. 13, c. 22r",1651,"""Li Accademici del Disegno adunati in n. di 15 ...""Pubbl. in: Le opere dei discepoli di Galileo Galilei. Carteggio, I, p. 52, n. 458
"
Rosati Gerolamo,Viviani Vincenzo,7/09/1652,Firenze,Lucca,,['Parigi Alfonso'],"Gal. 161, doc. 14, c. 24r",1652,"""Dovevo hiermattina passar ...""Pubbl. in: Le opere dei discepoli di Galileo Galilei. Carteggio, II, p. 64-65, n. 472
"
Galilei Cosimo,Viviani Vincenzo,21/01/1654,Pisa,Firenze,,"['Ferdinando II granduca di Toscana', 'Bargiacchi Giovan Carlo ', 'Galilei Bocchineri Sestilia ', 'Cesi Bartolomeo', 'Zati ', 'Grassioni Innocenzo ', 'Lenzi Vincenzio ', ""Medici Mattias de'"", 'Montemagni Desiderio', 'Viviani Polissena ', 'Galilei Filippo ']","<span data-id=""http://imss/name/116487""></span>",1654,"""Ricevo finalmente una cortesissima de i 12 di gennaio ...""Pubbl. in: Le opere dei discepoli di Galileo Galilei. Carteggio, II, p. 123-125, n. 521
"
Galilei Cosimo,Viviani Vincenzo,28/01/1654,Pisa,Firenze,,['Galilei Bocchineri Sestilia '],"Gal. 161, doc. 16, c. 28r-v",1654,"""Ho riceuto, al solito, dalla gentilezza ...""Pubbl. in: Le opere dei discepoli di Galileo Galilei. Carteggio, II, p. 127, n. 524
"
